genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
cobinning_treat_C06M1CR_subsam_contigs.fasta_bin.23	3572	3389	273	genus	0.79	0.75	0.21	0.22	0.61	0.77	0.58	True
cobinning_treat_C06M1CR_subsam_contigs.fasta_bin.27	4605	4338	108	order	0.96	0.91	0.11	0.27	0.69	0.66	0.59	True
cobinning_treat_C06M1CR_subsam_contigs.fasta_bin.9	3022	2858	237	class	0.96	0.91	0.21	0.37	0.87	0.66	0.6	True
cobinning_treat_C06M1HR_subsam_contigs.fasta_bin.1	3459	3298	103	genus	0.83	0.79	0.1	0.25	0.71	0.76	0.6	True
cobinning_treat_C06M1HR_subsam_contigs.fasta_bin.10	5029	4659	426	genus	0.74	0.68	0.16	0.74	4.35	0.7	0.48	True
cobinning_treat_C06M1HT_subsam_contigs.fasta_bin.26	3834	3620	120	genus	0.79	0.75	0.06	0.54	2.77	0.68	0.51	True
cobinning_treat_C06M1HT_subsam_contigs.fasta_bin.5	4163	4076	307	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True
cobinning_treat_C06M1HT_subsam_contigs.fasta_bin.8	3865	3599	415	genus	0.81	0.76	0.32	0.25	0.68	0.77	0.58	True
cobinning_treat_C06M1OP_subsam_contigs.fasta_bin.16	3048	2898	130	family	0.95	0.9	0.06	0.31	0.99	0.67	0.6	True
cobinning_treat_C06M1OP_subsam_contigs.fasta_bin.2	3715	3484	950	genus	0.82	0.77	0.16	0.55	2.99	0.68	0.52	True
cobinning_treat_C06M1OP_subsam_contigs.fasta_bin.3	2512	2366	124	genus	0.91	0.86	0.29	0.13	0.3	0.73	0.62	True
cobinning_treat_C10F1CD_subsam_contigs.fasta_bin.12	2328	2174	179	family	0.93	0.86	0.21	0.15	0.37	0.68	0.59	True
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.1	3406	3182	177	genus	0.79	0.74	0.27	0.24	0.68	0.75	0.55	True
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.13	2968	2724	366	genus	0.66	0.61	0.12	0.57	2.79	0.65	0.4	True
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.16	4090	3768	174	class	0.96	0.88	0.19	0.31	0.74	0.69	0.61	True
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.18	4664	4175	453	class	0.97	0.86	0.28	0.28	0.72	0.65	0.56	True
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.19	2805	2670	88	genus	0.9	0.85	0.28	0.13	0.31	0.75	0.64	True
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.26	2296	2137	56	family	0.95	0.88	0.07	0.18	0.47	0.65	0.57	True
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.30	4189	3966	199	genus	0.76	0.72	0.11	0.42	1.56	0.71	0.51	True
cobinning_treat_C10F1HR_subsam_contigs.fasta_bin.18	1736	1420	217	genus	0.65	0.53	0.19	0.35	1.19	0.55	0.29	True
cobinning_treat_C10F1HR_subsam_contigs.fasta_bin.5	2515	2357	57	genus	0.91	0.85	0.2	0.11	0.25	0.72	0.61	True
cobinning_treat_C10F1HR_subsam_contigs.fasta_bin.6	4823	4615	392	kingdom	1.0	0.96	0.0	0.0	0.0	0.91	0.87	True
cobinning_treat_C10F1HT_subsam_contigs.fasta_bin.19	2236	2076	82	family	0.95	0.88	0.13	0.2	0.52	0.69	0.6	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.10	2269	2151	406	class	0.98	0.93	0.24	0.32	0.78	0.77	0.72	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.11	3311	3133	310	genus	0.74	0.7	0.18	0.4	1.6	0.69	0.49	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.17	3748	3609	313	family	0.94	0.91	0.53	0.06	0.13	0.96	0.87	False
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.19	3253	3107	104	family	0.92	0.88	0.24	0.11	0.25	0.94	0.82	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.24	3805	3566	239	genus	0.8	0.75	0.21	0.26	0.7	0.77	0.58	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.25	2409	2244	534	family	0.92	0.86	0.18	0.64	3.14	0.7	0.6	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.28	2564	2411	356	family	0.92	0.86	0.23	0.25	0.73	0.73	0.63	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.30	3346	3103	628	family	0.89	0.82	0.17	0.32	1.04	0.66	0.54	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.31	3733	3540	874	genus	0.75	0.71	0.2	0.6	3.21	0.68	0.49	True
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.4	3423	3247	129	class	0.96	0.91	0.12	0.05	0.1	0.67	0.61	True
cobinning_treat_C11F1CD_subsam_contigs.fasta_bin.13	4784	4469	259	family	0.93	0.87	0.1	0.15	0.37	0.71	0.62	True
cobinning_treat_C11F1CD_subsam_contigs.fasta_bin.19	3244	3110	510	genus	0.86	0.82	0.33	0.19	0.47	0.83	0.68	True
cobinning_treat_C11F1CD_subsam_contigs.fasta_bin.20	2773	2617	137	genus	0.91	0.86	0.3	0.18	0.44	0.77	0.67	True
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.1	3352	3146	119	genus	0.8	0.75	0.06	0.53	2.58	0.66	0.5	True
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.21	4014	3560	566	family	0.91	0.81	0.16	0.48	1.4	0.65	0.53	True
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.23	2563	2436	228	class	0.97	0.92	0.16	0.34	0.81	0.77	0.71	True
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.3	2920	2855	541	genus	0.84	0.82	0.23	0.34	1.11	0.79	0.65	True
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.10	3418	3233	40	genus	0.78	0.73	0.02	0.6	3.65	0.66	0.48	True
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.13	2981	2687	375	genus	0.72	0.65	0.14	0.57	2.92	0.68	0.44	True
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.14	2523	2316	738	family	0.91	0.83	0.23	0.28	0.81	0.64	0.54	True
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.2	2066	1939	44	family	0.94	0.88	0.05	0.37	0.97	0.68	0.6	True
cobinning_treat_C11F1OP_subsam_contigs.fasta_bin.24	2197	2093	524	class	0.98	0.93	0.28	0.31	0.75	0.78	0.73	True
cobinning_treat_C11F1OP_subsam_contigs.fasta_bin.25	4989	4845	164	genus	0.87	0.84	0.19	0.17	0.38	0.95	0.8	True
individual_C03M1CD_subsam_bin.10	3616	3408	83	genus	0.76	0.72	0.05	0.57	3.28	0.66	0.47	True
individual_C03M1OP_subsam_bin.20	2531	2344	163	class	0.94	0.87	0.14	0.18	0.41	0.66	0.57	True
individual_C03M1OP_subsam_bin.23	2309	2161	419	class	0.97	0.91	0.25	0.32	0.77	0.77	0.7	True
individual_C03M2CD_subsam_bin.13	3926	3833	116	genus	0.94	0.92	0.15	0.06	0.13	0.97	0.89	True
individual_C03M2CD_subsam_bin.23	3898	3689	161	genus	0.78	0.74	0.15	0.22	0.62	0.77	0.57	True
individual_C03M2CD_subsam_bin.3	3728	3608	96	kingdom	1.0	0.97	0.0	0.0	0.0	0.91	0.88	True
individual_C03M2CR_subsam_bin.8	3112	2955	68	class	0.96	0.91	0.1	0.35	0.84	0.66	0.6	True
individual_C03M2HR_subsam_bin.25	2406	2316	57	family	0.95	0.91	0.19	0.09	0.2	0.76	0.69	True
individual_C03M2HR_subsam_bin.7	3852	3595	120	genus	0.7	0.65	0.07	0.67	5.37	0.68	0.44	True
individual_C03M2HT_subsam_bin.4	1999	1957	75	genus	0.98	0.96	0.5	0.03	0.05	0.96	0.92	False
individual_C03M2OP_subsam_bin.13	3378	3162	740	class	0.96	0.9	0.4	0.45	0.98	0.77	0.7	True
individual_C03M3CD_subsam_bin.13	3123	2938	352	class	0.96	0.9	0.24	0.34	0.81	0.66	0.6	True
individual_C03M3CD_subsam_bin.24	5930	5405	485	family	0.88	0.8	0.27	0.49	2.28	0.68	0.55	True
individual_C03M3HT_subsam_bin.8	4021	3772	255	genus	0.73	0.69	0.09	0.63	3.49	0.67	0.46	True
individual_C03M3OP_subsam_bin.11	1821	1454	5	order	0.86	0.69	0.01	0.4	1.38	0.52	0.36	True
individual_C03M3OP_subsam_bin.9	3309	3249	98	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True
individual_C03M4CD_subsam_bin.15	4196	3983	192	genus	0.87	0.82	0.11	0.36	1.04	0.81	0.67	True
individual_C03M4CR_subsam_bin.15	2659	2469	126	order	0.95	0.89	0.25	0.1	0.23	0.8	0.7	True
individual_C03M4CR_subsam_bin.17	1428	1220	30	phylum	0.95	0.81	0.01	0.05	0.1	0.52	0.42	True
individual_C03M4CR_subsam_bin.20	2579	2453	197	genus	0.8	0.76	0.14	0.48	1.91	0.68	0.52	True
individual_C03M4CR_subsam_bin.26	2413	2292	506	genus	0.78	0.74	0.12	0.61	2.86	0.69	0.51	True
individual_C03M4HT_subsam_bin.14	3244	2873	393	genus	0.54	0.47	0.2	0.86	10.83	0.61	0.29	True
individual_C03M4OP_subsam_bin.16	3336	3217	222	genus	0.77	0.74	0.14	0.68	3.8	0.69	0.51	True
individual_C03M5CR_subsam_bin.18	3501	3243	90	genus	0.8	0.74	0.06	0.56	2.91	0.68	0.5	True
individual_C03M5HT_subsam_bin.7	1348	1127	28	family	0.75	0.62	0.04	0.58	3.02	0.52	0.33	True
individual_C03M5OP_subsam_bin.14	3296	3121	83	family	0.93	0.88	0.14	0.08	0.18	0.79	0.7	True
individual_C05M1CR_subsam_bin.1	2139	1980	53	family	0.94	0.87	0.02	0.25	0.67	0.65	0.56	True
individual_C05M1CR_subsam_bin.20	1629	1318	48	order	0.88	0.71	0.06	0.17	0.42	0.52	0.37	True
individual_C05M1CR_subsam_bin.4	4504	4204	109	order	0.92	0.86	0.08	0.03	0.07	0.67	0.57	True
individual_C05M1HT_subsam_bin.5	2340	2164	59	family	0.95	0.88	0.06	0.18	0.46	0.65	0.57	True
individual_C05M1OP_subsam_bin.1	2455	2335	31	family	0.94	0.89	0.08	0.16	0.4	0.73	0.65	True
individual_C05M2OP_subsam_bin.12	3103	2956	795	genus	0.75	0.72	0.15	0.67	3.41	0.68	0.49	True
individual_C05M2OP_subsam_bin.2	2813	2686	206	family	0.95	0.91	0.08	0.32	1.02	0.67	0.61	True
individual_C05M2OP_subsam_bin.20	1484	1253	97	order	0.8	0.68	0.09	0.44	1.24	0.51	0.35	True
individual_C05M3CR_subsam_bin.14	3920	3799	306	genus	0.84	0.82	0.2	0.38	1.34	0.8	0.66	True
individual_C05M3HR_subsam_bin.28	3960	3780	276	genus	0.76	0.72	0.13	0.62	3.44	0.68	0.49	True
individual_C05M3HT_subsam_bin.17	2022	1864	95	genus	0.88	0.82	0.11	0.18	0.44	0.65	0.53	True
individual_C05M3HT_subsam_bin.24	4696	4366	205	family	0.92	0.86	0.11	0.15	0.38	0.72	0.61	True
individual_C05M4CD_subsam_bin.2	3216	3151	58	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
individual_C05M4HR_subsam_bin.19	3553	3355	70	genus	0.8	0.76	0.05	0.52	2.48	0.67	0.51	True
individual_C05M4OP_subsam_bin.17	2398	2228	160	genus	0.9	0.84	0.16	0.15	0.36	0.67	0.56	True
individual_C05M5CR_subsam_bin.17	1743	1443	28	class	0.88	0.73	0.07	0.45	1.39	0.51	0.37	True
individual_C05M5CR_subsam_bin.33	2257	2153	48	class	0.94	0.9	0.05	0.18	0.43	0.65	0.58	True
individual_C05M5OP_subsam_bin.4	2825	2606	42	family	0.95	0.88	0.09	0.11	0.25	0.78	0.69	True
individual_C06M1CD_subsam_bin.9	3608	3396	120	genus	0.73	0.68	0.11	0.4	1.61	0.7	0.48	True
individual_C06M1HR_subsam_bin.2	4727	4484	200	genus	0.8	0.76	0.17	0.29	0.91	0.77	0.59	True
individual_C06M1OP_subsam_bin.25	3004	2868	718	genus	0.84	0.8	0.17	0.57	3.15	0.68	0.55	True
individual_C06M2CD_subsam_bin.17	1922	1579	270	family	0.84	0.69	0.24	0.05	0.11	0.6	0.42	True
individual_C06M2CD_subsam_bin.18	1692	1638	9	family	0.94	0.91	0.04	0.06	0.12	0.77	0.7	True
individual_C06M2HR_subsam_bin.21	1981	1848	94	family	0.95	0.88	0.09	0.18	0.47	0.66	0.58	True
individual_C06M2HT_subsam_bin.11	2213	2077	62	genus	0.95	0.89	0.03	0.19	0.49	0.64	0.57	True
individual_C06M2OP_subsam_bin.17	4526	4412	549	genus	0.84	0.81	0.38	0.18	0.43	0.95	0.77	True
individual_C06M3CR_subsam_bin.4	3671	3460	71	genus	0.77	0.72	0.05	0.64	3.34	0.7	0.5	True
individual_C06M3HT_subsam_bin.10	1800	1479	48	order	0.86	0.71	0.06	0.18	0.46	0.52	0.37	True
individual_C06M3OP_subsam_bin.15	1262	1110	49	class	0.91	0.8	0.06	0.48	1.22	0.56	0.45	True
individual_C06M3OP_subsam_bin.18	2173	2035	109	family	0.92	0.86	0.1	0.24	0.67	0.66	0.56	True
individual_C06M4HR_subsam_bin.1	3650	3375	105	class	0.96	0.89	0.15	0.34	0.82	0.68	0.61	True
individual_C06M4OP_subsam_bin.7	2410	2320	416	class	0.98	0.94	0.19	0.22	0.51	0.94	0.89	True
individual_C06M5CR_subsam_bin.18	2868	2695	454	class	0.97	0.91	0.36	0.4	0.93	0.77	0.7	True
individual_C10F1CD_subsam_bin.10	2057	1927	127	family	0.93	0.87	0.1	0.11	0.26	0.67	0.58	True
individual_C10F1CD_subsam_bin.19	3657	3458	133	genus	0.82	0.78	0.12	0.26	0.73	0.77	0.6	True
individual_C10F1CR_subsam_bin.9	3702	3556	121	family	0.92	0.89	0.11	0.35	1.16	0.7	0.62	True
individual_C10F1HR_subsam_bin.17	1709	1398	201	genus	0.66	0.54	0.2	0.35	1.19	0.55	0.29	True
individual_C10F1OP_subsam_bin.10	2574	2485	207	genus	0.76	0.73	0.15	0.37	1.37	0.7	0.51	True
individual_C10F1OP_subsam_bin.23	5073	4453	1307	family	0.85	0.74	0.36	0.61	2.65	0.68	0.5	True
individual_C10F1OP_subsam_bin.24	3285	3129	102	class	0.97	0.92	0.1	0.04	0.09	0.68	0.63	True
individual_C10F2CD_subsam_bin.15	1916	1612	22	order	0.84	0.7	0.05	0.44	1.29	0.53	0.37	True
individual_C10F2CD_subsam_bin.7	1616	1336	12	genus	0.65	0.54	0.02	0.65	4.62	0.53	0.28	True
individual_C10F2CR_subsam_bin.1	2405	2295	89	genus	0.83	0.79	0.21	0.18	0.47	0.74	0.59	True
individual_C10F2HR_subsam_bin.15	4443	4040	280	class	0.96	0.88	0.26	0.29	0.75	0.64	0.57	True
individual_C10F2OP_subsam_bin.13	3305	3119	97	genus	0.7	0.66	0.05	0.72	5.51	0.66	0.43	True
individual_C10F3CR_subsam_bin.15	3365	3169	61	class	0.96	0.91	0.03	0.12	0.26	0.66	0.6	True
individual_C10F3CR_subsam_bin.33	4104	3819	179	order	0.92	0.85	0.1	0.04	0.08	0.67	0.57	True
individual_C10F3OP_subsam_bin.13	3664	3594	108	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
individual_C10F3OP_subsam_bin.4	1996	1939	64	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.93	True
individual_C10F4HR_subsam_bin.25	3151	3085	236	family	0.95	0.93	0.76	0.03	0.07	0.98	0.91	False
individual_C10F4HT_subsam_bin.5	4779	4511	95	family	0.93	0.88	0.14	0.13	0.3	0.75	0.66	True
individual_C10F4OP_subsam_bin.16	1585	1290	80	class	0.96	0.78	0.06	0.4	1.31	0.58	0.45	True
individual_C10F5CR_subsam_bin.19	3323	3174	99	genus	0.87	0.83	0.1	0.4	1.3	0.8	0.67	True
individual_C10F5CR_subsam_bin.7	4353	4115	142	family	0.93	0.88	0.14	0.12	0.29	0.74	0.66	True
individual_C10F5HR_subsam_bin.21	3414	3125	232	genus	0.7	0.64	0.15	0.6	3.34	0.67	0.43	True
individual_C10F5OP_subsam_bin.20	3251	3085	422	class	0.94	0.9	0.17	0.03	0.07	0.66	0.59	True
individual_C10F5OP_subsam_bin.29	5407	5040	137	class	0.97	0.9	0.12	0.24	0.62	0.65	0.59	True
individual_C11F1CD_subsam_bin.3	2250	2132	60	genus	0.93	0.88	0.11	0.1	0.22	0.77	0.68	True
individual_C11F1CD_subsam_bin.9	2433	2359	381	genus	0.87	0.85	0.28	0.11	0.24	0.84	0.71	True
individual_C11F1CR_subsam_bin.23	3557	3491	512	family	0.96	0.95	0.44	0.18	0.41	0.95	0.9	True
individual_C11F1CR_subsam_bin.6	3227	3046	49	order	0.94	0.89	0.04	0.04	0.09	0.68	0.6	True
individual_C11F1OP_subsam_bin.18	5221	5058	161	genus	0.88	0.85	0.28	0.2	0.51	0.94	0.8	True
individual_C11F2CD_subsam_bin.15	2309	2216	35	kingdom	1.0	0.96	0.0	0.0	0.0	0.96	0.92	True
individual_C11F2CR_subsam_bin.19	3895	3617	135	order	0.94	0.87	0.11	0.04	0.08	0.68	0.59	True
individual_C11F2HR_subsam_bin.12	2219	2083	49	family	0.96	0.9	0.07	0.18	0.46	0.64	0.58	True
individual_C11F2HR_subsam_bin.16	3861	3664	399	genus	0.77	0.73	0.16	0.35	1.15	0.73	0.53	True
individual_C11F3HR_subsam_bin.4	1918	1834	255	class	0.98	0.94	0.37	0.34	0.81	0.77	0.72	True
individual_C11F3HT_subsam_bin.20	2439	2269	67	family	0.93	0.86	0.12	0.38	1.04	0.69	0.6	True
individual_C11F3HT_subsam_bin.3	4286	4271	63	genus	0.96	0.96	0.02	0.32	0.76	0.99	0.95	True
individual_C11F4CR_subsam_bin.13	3155	2948	47	genus	0.74	0.69	0.05	0.39	1.52	0.69	0.48	True
individual_C11F4CR_subsam_bin.2	1846	1737	82	genus	0.94	0.88	0.04	0.21	0.58	0.65	0.57	True
individual_C11F4HT_subsam_bin.17	4427	4021	1374	class	0.97	0.88	0.35	0.28	0.71	0.66	0.58	True
individual_C11F4OP_subsam_bin.24	3479	3294	110	genus	0.82	0.78	0.13	0.21	0.56	0.76	0.59	True
individual_C11F5CR_subsam_bin.2	3033	2802	112	class	0.96	0.88	0.24	0.02	0.05	0.76	0.67	True
individual_C11F5CR_subsam_bin.3	3874	3746	436	genus	0.84	0.81	0.19	0.38	1.38	0.79	0.64	True
individual_C11F5CR_subsam_bin.5	2843	2691	160	class	0.97	0.92	0.18	0.39	0.91	0.76	0.7	True
individual_C11F5OP_subsam_bin.10	3580	3234	203	genus	0.78	0.71	0.13	0.57	2.0	0.66	0.47	True
individual_C11F5OP_subsam_bin.16	3190	2920	115	genus	0.8	0.73	0.46	0.06	0.12	0.8	0.59	False
individual_C11F5OP_subsam_bin.26	2552	2389	22	family	0.94	0.88	0.04	0.11	0.25	0.72	0.63	True
individual_C12F1CD_subsam_bin.9	2013	1922	276	family	0.95	0.9	0.27	0.2	0.54	0.74	0.67	True
individual_C12F1OP_subsam_bin.11	3332	3157	85	genus	0.78	0.74	0.04	0.6	3.65	0.66	0.49	True
individual_C12F2HR_subsam_bin.26	2213	2107	33	genus	0.94	0.89	0.12	0.08	0.18	0.72	0.64	True
individual_C12F2HT_subsam_bin.23	2464	2322	258	class	0.97	0.91	0.2	0.34	0.81	0.77	0.71	True
individual_C12F3CR_subsam_bin.14	4666	3995	961	phylum	0.96	0.83	0.66	0.03	0.06	0.63	0.52	False
individual_C12F3CR_subsam_bin.7	3030	2904	66	class	0.97	0.93	0.08	0.31	0.75	0.66	0.61	True
individual_C12F3HR_subsam_bin.12	3730	3504	94	genus	0.78	0.73	0.09	0.31	0.89	0.74	0.54	True
individual_C12F3HT_subsam_bin.10	1735	1478	27	phylum	0.95	0.81	0.04	0.28	0.71	0.52	0.42	True
individual_C12F3HT_subsam_bin.24	3055	2804	150	family	0.91	0.83	0.13	0.29	0.84	0.65	0.54	True
individual_C12F4CD_subsam_bin.21	3240	3023	484	class	0.95	0.88	0.24	0.19	0.45	0.68	0.6	True
individual_C12F4HR_subsam_bin.10	3200	2960	144	class	0.95	0.88	0.1	0.18	0.41	0.66	0.57	True
individual_C12F5CR_subsam_bin.16	2864	2775	230	family	0.93	0.91	0.26	0.08	0.17	0.95	0.86	True
individual_C12F5HT_subsam_bin.2	1799	1768	37	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
individual_C12F5HT_subsam_bin.5	1946	1884	45	kingdom	1.0	0.97	0.0	0.0	0.0	0.92	0.89	True
individual_C12F5OP_subsam_bin.18	2613	2371	145	class	0.95	0.86	0.09	0.19	0.44	0.66	0.57	True
individual_C12F5OP_subsam_bin.4	2712	2511	496	class	0.96	0.89	0.28	0.35	0.83	0.77	0.69	True
vamb_cage_treat_C03_CD_vae_1007	3576	3401	129	genus	0.79	0.75	0.14	0.22	0.6	0.77	0.58	True
vamb_cage_treat_C03_CD_vae_1055	3291	3086	327	class	0.96	0.9	0.26	0.32	0.77	0.65	0.58	True
vamb_cage_treat_C03_CD_vae_1115	3238	3061	187	family	0.88	0.83	0.1	0.32	1.05	0.66	0.55	True
vamb_cage_treat_C03_CD_vae_1287	4137	3935	120	family	0.93	0.89	0.15	0.13	0.3	0.75	0.67	True
vamb_cage_treat_C03_CD_vae_17951	2263	2148	186	class	0.97	0.92	0.2	0.35	0.83	0.77	0.71	True
vamb_cage_treat_C03_CD_vae_2348	2073	1911	116	family	0.93	0.85	0.13	0.18	0.45	0.66	0.56	True
vamb_cage_treat_C03_CD_vae_2453	3365	3149	243	order	0.94	0.88	0.21	0.34	0.82	0.66	0.58	True
vamb_cage_treat_C03_CD_vae_367	3459	3266	69	genus	0.76	0.72	0.04	0.59	3.47	0.65	0.47	True
vamb_cage_treat_C03_CD_vae_846	3426	3199	114	genus	0.81	0.76	0.05	0.55	2.78	0.68	0.51	True
vamb_cage_treat_C03_CR_vae_12918	2537	2403	463	genus	0.78	0.74	0.21	0.63	2.96	0.71	0.53	True
vamb_cage_treat_C03_CR_vae_1441	3714	3501	85	family	0.92	0.87	0.16	0.1	0.22	0.79	0.69	True
vamb_cage_treat_C03_CR_vae_157	1425	1217	27	phylum	0.95	0.81	0.01	0.05	0.1	0.52	0.42	True
vamb_cage_treat_C03_CR_vae_5877	2594	2416	118	order	0.97	0.9	0.2	0.1	0.21	0.8	0.72	True
vamb_cage_treat_C03_HR_vae_13543	3763	3576	80	family	0.94	0.9	0.09	0.23	0.66	0.73	0.66	True
vamb_cage_treat_C03_HT_vae_20	1585	1319	31	order	0.82	0.68	0.06	0.43	1.22	0.52	0.35	True
vamb_cage_treat_C03_HT_vae_2521	2908	2572	339	phylum	0.95	0.84	0.14	0.03	0.07	0.57	0.48	True
vamb_cage_treat_C03_HT_vae_4163	1962	1930	68	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.95	True
vamb_cage_treat_C03_HT_vae_6478	4488	4174	143	class	0.93	0.87	0.11	0.02	0.05	0.66	0.57	True
vamb_cage_treat_C03_HT_vae_9172	2055	1957	328	genus	0.84	0.8	0.41	0.03	0.07	0.84	0.68	True
vamb_cage_treat_C03_OP_vae_118	1821	1454	5	order	0.86	0.69	0.01	0.4	1.38	0.52	0.36	True
vamb_cage_treat_C03_OP_vae_1426	3478	3218	163	class	0.96	0.89	0.18	0.35	0.84	0.68	0.6	True
vamb_cage_treat_C03_OP_vae_17543	2344	2201	351	class	0.97	0.91	0.27	0.35	0.83	0.77	0.7	True
vamb_cage_treat_C03_OP_vae_4880	3505	3355	226	genus	0.77	0.73	0.13	0.67	3.65	0.68	0.5	True
vamb_cage_treat_C03_OP_vae_4907	3685	3587	88	genus	0.84	0.82	0.1	0.37	1.31	0.8	0.66	True
vamb_cage_treat_C03_OP_vae_5589	3279	3223	104	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True
vamb_cage_treat_C03_OP_vae_9691	2717	2518	157	genus	0.7	0.65	0.1	0.55	2.7	0.67	0.43	True
vamb_cage_treat_C05_CD_vae_13985	2000	1882	323	genus	0.8	0.76	0.34	0.06	0.13	0.76	0.57	True
vamb_cage_treat_C05_CD_vae_18831	4311	4184	111	genus	0.92	0.9	0.17	0.06	0.13	0.96	0.86	True
vamb_cage_treat_C05_CD_vae_4911	3699	3462	127	order	0.94	0.88	0.09	0.04	0.08	0.68	0.6	True
vamb_cage_treat_C05_CD_vae_717	1570	1336	69	genus	0.56	0.48	0.08	0.51	2.51	0.53	0.25	True
vamb_cage_treat_C05_CD_vae_758	1762	1457	34	class	0.88	0.72	0.08	0.45	1.38	0.51	0.37	True
vamb_cage_treat_C05_CR_vae_1948	1629	1326	46	class	0.9	0.74	0.05	0.17	0.45	0.52	0.38	True
vamb_cage_treat_C05_CR_vae_1971	2317	2162	44	family	0.94	0.88	0.03	0.16	0.41	0.64	0.57	True
vamb_cage_treat_C05_CR_vae_3705	2459	2347	32	family	0.94	0.9	0.1	0.17	0.41	0.74	0.66	True
vamb_cage_treat_C05_CR_vae_876	2125	1972	49	family	0.94	0.87	0.02	0.25	0.66	0.65	0.56	True
vamb_cage_treat_C05_HR_vae_1207	3729	3572	236	family	0.91	0.87	0.11	0.48	1.82	0.67	0.59	True
vamb_cage_treat_C05_HR_vae_4659	2051	1934	68	family	0.96	0.9	0.07	0.17	0.43	0.64	0.57	True
vamb_cage_treat_C05_HR_vae_5309	2586	2431	195	class	0.97	0.91	0.16	0.34	0.82	0.78	0.71	True
vamb_cage_treat_C05_HR_vae_692	4696	4423	96	family	0.93	0.88	0.1	0.12	0.29	0.74	0.65	True
vamb_cage_treat_C05_HR_vae_7645	4181	3918	122	genus	0.77	0.72	0.11	0.32	0.94	0.75	0.54	True
vamb_cage_treat_C05_HT_vae_13587	3382	3303	54	family	0.95	0.93	0.32	0.02	0.05	0.96	0.89	True
vamb_cage_treat_C05_HT_vae_5858	2698	2468	90	genus	0.92	0.84	0.11	0.27	0.79	0.65	0.55	True
vamb_cage_treat_C05_HT_vae_627	2022	1897	41	family	0.94	0.88	0.05	0.37	0.97	0.68	0.6	True
vamb_cage_treat_C05_OP_vae_10804	4244	3978	144	genus	0.76	0.71	0.1	0.71	4.29	0.68	0.48	True
vamb_cage_treat_C05_OP_vae_1156	2801	2587	39	genus	0.94	0.86	0.08	0.11	0.24	0.78	0.68	True
vamb_cage_treat_C05_OP_vae_724	2518	2323	176	genus	0.89	0.82	0.17	0.15	0.37	0.67	0.55	True
vamb_cage_treat_C06_CD_vae_11973	3143	3038	87	kingdom	1.0	0.97	0.0	0.0	0.0	0.93	0.9	True
vamb_cage_treat_C06_CD_vae_15493	3765	3549	73	genus	0.78	0.74	0.05	0.65	3.61	0.7	0.52	True
vamb_cage_treat_C06_CD_vae_16455	3440	3257	114	genus	0.83	0.78	0.11	0.21	0.55	0.77	0.6	True
vamb_cage_treat_C06_CD_vae_233	1692	1638	9	family	0.94	0.91	0.04	0.06	0.12	0.77	0.7	True
vamb_cage_treat_C06_CR_vae_18631	2373	2259	53	class	0.94	0.89	0.03	0.17	0.4	0.65	0.58	True
vamb_cage_treat_C06_CR_vae_2190	2402	2294	68	genus	0.8	0.77	0.17	0.16	0.39	0.75	0.57	True
vamb_cage_treat_C06_HR_vae_13822	4681	4375	216	class	0.97	0.91	0.19	0.27	0.69	0.65	0.59	True
